PATCH,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004026101,0.0003875469,1.73247672697023E-05,0,0,0,0,0,0,0,0.0117779157,0.2250999273,0.0238953973,9.81453866071701E-06,0,0,0,0,0,0,0.048820778,1,0.0637086866,0.0007830222,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030904839,8.45355969213701E-09,0,0,0,0,0,0,1.50451773554071E-05,0.008091587,0.0855145695,0.0052106481,6.72476521107762E-06,0,0,0,0,0,0.0007478157,0.0637086866,1,0.0513919916,0.0022965929,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13309442075189E-05,0.0036293452,0.0001928688,0,0,0,0,0,0,0.0006373222,0.0119173276,0.0970610422,0.0246285108,0,0,0,0,0,0,0.0007830222,0.0513919916,1,0.0573821231,0.0030548658,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20882567488222E-05,0.0020735882,0,0,0,0,0,0,0,0.0008920503,0.0458948212,0.0946224879,0.0316073442,3.09415046754869E-05,0,0,0,0,0,0.0022965929,0.0573821231,1,0.0673734831,0.000213522,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03407208462574E-06,0.0008082642,5.90998026433507E-05,0,0,0,0,0,0,0,0.0211638463,0.1413402753,0.0331891311,2.94633754402523E-05,0,0,0,0,0,0.0030548658,0.0673734831,1,0.115200826,0.000881448,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74678340258556E-05,0.0010519679,0,0,0,0,0,0,0.0005494431,0.0193431637,0.0724506533,0.0673779993,2.33386800101391E-06,0,0,0,0,0,0.000213522,0.115200826,1,0.1097820206,0.0006036789,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012983584,0.0003780901,0.0004282735,0,0,0,0,0,0,0,0.0052427138,0.075661682,0.0237103034,0.0003061961,0,0,0,0,0,0.000881448,0.1097820206,1,0.0879201505,0.000368966
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27221332038903E-06,0.0027623922,0.0055284308,0,0,0,0,0,0,1.58105734377452E-06,0.0417289909,0.1656701745,0.0203455085,0,0,0,0,0,0,0.0006036789,0.0879201505,1,0.0941084771
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007158488,0,0,0,0,0,0,0,0.0002588837,0.02355926,0.0319353437,0,0,0,0,0,0,0,0.000368966,0.0941084771,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRECIPITATION AMOUNT COVARIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATCH,1,3,5,7,9,11,13,15,17,19,41,43,45,47,49,51,53,55,57,59,81,83,85,87,89,91,93,95,97,99,121,123,125,127,129,131,133,135,137,139,161,163,165,167,169,171,173,175,177,179,201,203,205,207,209,211,213,215,217,219,241,243,245,247,249,251,253,255,257,259,281,283,285,287,289,291,293,295,297,299,321,323,325,327,329,331,333,335,337,339,361,363,365,367,369,371,373,375,377,379
1,1,0.0577094028,0.0004630136,0,0,0,0,0,0,0,0.0486424655,0.0180218336,0,0,0,0,0,0,0,0,0.0009686079,7.1979202726122E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0577094028,1,0.0377268599,0.0004773196,0,0,0,0,0,0,0.010647223,0.0926690778,0.0222735964,0.0008861842,0,0,0,0,0,0,0,0.0035667524,0.0008516653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0004630136,0.0377268599,1,0.066944182,0.002505652,0,0,0,0,0,0,0.0044784045,0.0443654282,0.0047819308,0.0007726507,0,0,0,0,0,0,0.0001187227,0.0002577816,0.0002919997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0.0004773196,0.066944182,1,0.0777833981,0.0008721631,0,0,0,0,0,3.73973331104461E-06,0.0381584092,0.0489182922,0.0162005033,0.0036567971,0,0,0,0,0,0,0.000844927,0.0001366321,0.000162954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0.002505652,0.0777833981,1,0.0815898953,0.0067039661,0,0,0,0,0,0,0.0368537265,0.0108723036,0.0103490209,0.0002626617,0,0,0,0,0,0,5.3742223278625E-07,0.0001087252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0.0008721631,0.0815898953,1,0.0490056451,0.000000643,0,0,0,0,0,6.97032746368634E-06,0.0272193733,0.0488150268,0.013913602,7.81592405905939E-06,0,0,0,0,0,0,2.67966372285533E-06,0.0003018603,0.0001099527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0.0067039661,0.0490056451,1,0.0512673616,0.0007008507,0,0,0,0,0,1.92007414919002E-05,0.0264498192,0.0325125552,0.005270297,0,0,0,0,0,0,0,5.10133466982106E-05,0.0010421632,9.28364575066488E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0.000000643,0.0512673616,1,0.0436240227,0.0052882509,0,0,0,0,0,0,0.0319519918,0.0650491927,0.0078251797,0.000963174,0,0,0,0,0,0,0.0001738608,0.0007729623,3.36752792992556E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0.0007008507,0.0436240227,1,0.1403445203,0,0,0,0,0,0,0,0.0279455291,0.0512149816,0.0107090316,0,0,0,0,0,0,0,0.0024941067,0.0003682029,6.76305732272268E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0.0052882509,0.1403445203,1,0,0,0,0,0,0,0,0.0013577773,0.0074078666,0.1380758988,0,0,0,0,0,0,0,0,0,0.0026921628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0486424655,0.010647223,0,0,0,0,0,0,0,0,1,0.0728185691,0.0008169899,0,0,0,0,0,0,0,0.0320801743,0.0269818321,0.0013206307,0,0,0,0,0,0,0,0.0001263858,2.97023462044752E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.0180218336,0.0926690778,0.0044784045,3.73973331104461E-06,0,0,0,0,0,0,0.0728185691,1,0.0668681317,0,0,0,0,0,0,0,0.0098867282,0.0707184804,0.0170655876,0,0,0,0,0,0,0,1.82342268166118E-07,0.0009095729,1.66716712503512E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0.0222735964,0.0443654282,0.0381584092,0,0,0,0,0,0,0.0008169899,0.0668681317,1,0.0538927624,0.0002837898,0,0,0,0,0,0.0001700132,0.0093959844,0.0301072788,0.0158624119,0.000756335,0,0,0,0,0,0,0,0.0018440763,0.000002201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0.0008861842,0.0047819308,0.0489182922,0.0368537265,6.97032746368634E-06,0,0,0,0,0,0,0.0538927624,1,0.0861090487,1.37059253500349E-05,0,0,0,0,0,0.0019863942,0.0071556491,0.0814178668,0.0403238496,0,0,0,0,0,0,0,0.0003313857,0.0014013945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0.0007726507,0.0162005033,0.0108723036,0.0272193733,1.92007414919002E-05,0,0,0,0,0,0.0002837898,0.0861090487,1,0.05442292,0.0003896483,0,0,0,0,0,7.69644745208709E-05,0.026391361,0.0565150559,0.0222643094,0.0002456556,0,0,0,0,0,0,0.0020679729,0.0006843014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0.0036567971,0.0103490209,0.0488150268,0.0264498192,0,0,0,0,0,0,1.37059253500349E-05,0.05442292,1,0.0708211337,0.0015263487,0,0,0,0,0,0.000256537,0.0096520118,0.0780130306,0.0583284065,0,0,0,0,0,0,0,0.0002267404,0.0003405576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0.0002626617,0.013913602,0.0325125552,0.0319519918,0,0,0,0,0,0,0.0003896483,0.0708211337,1,0.1112394938,0.0027320645,0,0,0,0,0,0,0.0239574983,0.0145542846,0.0251813264,0,0,0,0,0,0,0,0.0002136845,0.000272447,0.0001469028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,7.81592405905939E-06,0.005270297,0.0650491927,0.0279455291,0.0013577773,0,0,0,0,0,0.0015263487,0.1112394938,1,0.0818370211,0.0005929917,0,0,0,0,0,0.00000367,0.0114149244,0.111656449,0.0449652133,0.0002853597,0,0,0,0,0,0,0.0004226246,0.0002512161,0.0001335807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0.0078251797,0.0512149816,0.0074078666,0,0,0,0,0,0,0.0027320645,0.0818370211,1,0.1728479698,0,0,0,0,0,0,0,0.0051282133,0.0972646615,0.0216021367,0,0,0,0,0,0,0,0,0.0004010273,4.92018508404196E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0.000963174,0.0107090316,0.1380758988,0,0,0,0,0,0,0,0.0005929917,0.1728479698,1,0,0,0,0,0,0,0,5.99905370938097E-05,0.0211509009,0.0294223592,0,0,0,0,0,0,0,0,0.0001823415,0.0006262166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.0009686079,0,0,0,0,0,0,0,0,0,0.0320801743,0.0098867282,0.0001700132,0,0,0,0,0,0,0,1,0.0928576236,7.19553949502703E-05,0,0,0,0,0,0,0,0.0530757928,0.0045259394,1.78893073351044E-06,0,0,0,0,0,0,0,0.000320446,0.0001798292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,7.1979202726122E-07,0.0035667524,0.0001187227,0,0,0,0,0,0,0,0.0269818321,0.0707184804,0.0093959844,0.0019863942,0,0,0,0,0,0,0.0928576236,1,0.065857936,0.0015461436,0,0,0,0,0,0,0.0024720451,0.0931766678,0.0088479549,0.0005652243,0,0,0,0,0,0,3.6205206532923E-06,0.0005208973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0.0008516653,0.0002577816,0.000844927,0,0,0,0,0,0,0.0013206307,0.0170655876,0.0301072788,0.0071556491,7.69644745208709E-05,0,0,0,0,0,7.19553949502703E-05,0.065857936,1,0.0420232252,0.0004744925,0,0,0,0,0,4.15608476286231E-06,0.0132519782,0.0273334674,0.0110211509,4.38028309059015E-05,0,0,0,0,0,0,0.0001522803,0.0014932789,0.0002074109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0.0002919997,0.0001366321,5.3742223278625E-07,0,0,0,0,0,0,0,0.0158624119,0.0814178668,0.026391361,0.000256537,0,0,0,0,0,0.0015461436,0.0420232252,1,0.0745866822,0.001499403,0,0,0,0,0,0,0.0128613916,0.0494665225,0.0106412878,2.83335559827866E-06,0,0,0,0,0,0,0,1.76388047551753E-05,0.0022367173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0.000162954,0.0001087252,2.67966372285533E-06,0,0,0,0,0,0,0.000756335,0.0403238496,0.0565150559,0.0096520118,0,0,0,0,0,0,0.0004744925,0.0745866822,1,0.0622716534,0.000031254,0,0,0,0,0,1.3799342394302E-05,0.001828779,0.0331565097,0.023003097,0,0,0,0,0,0,0,0,0.0001985046,0.0004372848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0.0003018603,5.10133466982106E-05,0,0,0,0,0,0,0,0.0222643094,0.0780130306,0.0239574983,0.00000367,0,0,0,0,0,0.001499403,0.0622716534,1,0.0402834047,0,0,0,0,0,0,0,0.0216706001,0.0407425541,0.0028764982,5.7769258514598E-06,0,0,0,0,0,0,0.0003473389,0.001884701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0.0001099527,0.0010421632,0.0001738608,0,0,0,0,0,0,0.0002456556,0.0583284065,0.0145542846,0.0114149244,0,0,0,0,0,0,0.000031254,0.0402834047,1,0.0648346808,0.0008259568,0,0,0,0,0,0.0010474372,0.0326283488,0.0979058702,0.0097836146,5.72435455384341E-05,0,0,0,0,0,0,0.0003286479,0.0005478725,7.16606391239244E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,9.28364575066488E-05,0.0007729623,0.0024941067,0,0,0,0,0,0,0,0.0251813264,0.111656449,0.0051282133,5.99905370938097E-05,0,0,0,0,0,0,0.0648346808,1,0.0290030227,0.0004204113,0,0,0,0,0,0.000068014,0.0198630415,0.0923734037,0.0233295533,2.91888646891164E-09,0,0,0,0,0,0,0.000007787,0.0016771323,2.41645680733595E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,3.36752792992556E-05,0.0003682029,0,0,0,0,0,0,0,0,0.0449652133,0.0972646615,0.0211509009,0,0,0,0,0,0,0.0008259568,0.0290030227,1,0.0817499686,0,0,0,0,0,0,3.26676192370924E-06,0.0357498546,0.0284639391,0.0167212588,0,0,0,0,0,0,0,0,0.0041656098,2.61661827555994E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,6.76305732272268E-06,0.0026921628,0,0,0,0,0,0,0,0.0002853597,0.0216021367,0.0294223592,0,0,0,0,0,0,0,0.0004204113,0.0817499686,1,0,0,0,0,0,0,0,0,0.0218924972,0.0554187839,0,0,0,0,0,0,0,0,8.70096431300592E-05,0.0003161965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0.0001263858,1.82342268166118E-07,0,0,0,0,0,0,0,0,0.0530757928,0.0024720451,4.15608476286231E-06,0,0,0,0,0,0,0,1,0.0681626716,3.67294012750323E-05,0,0,0,0,0,0,0,0.0542902901,0.0081458967,0,0,0,0,0,0,0,0,0.0004918427,0.0001269676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,2.97023462044752E-05,0.0009095729,0,0,0,0,0,0,0,0,0.0045259394,0.0931766678,0.0132519782,0,0,0,0,0,0,0,0.0681626716,1,0.0610646745,0.0006917663,0,0,0,0,0,0,0.029395919,0.0431626473,0.0250231707,0.0001410277,0,0,0,0,0,0,5.68302119486728E-05,0.0001452346,0.0015897814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,1.66716712503512E-05,0.0018440763,0.0003313857,0,0,0,0,0,0,1.78893073351044E-06,0.0088479549,0.0273334674,0.0128613916,1.3799342394302E-05,0,0,0,0,0,3.67294012750323E-05,0.0610646745,1,0.0960698392,6.30099452777304E-05,0,0,0,0,0,0,0.0144867977,0.0614208945,0.0153369168,1.40478394913765E-05,0,0,0,0,0,0,0,1.6855074869048E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0.000002201,0.0014013945,0.0020679729,0,0,0,0,0,0,0.0005652243,0.0110211509,0.0494665225,0.001828779,0,0,0,0,0,0,0.0006917663,0.0960698392,1,0.0132289622,0.0018626068,0,0,0,0,0,0.0002734151,0.0162868557,0.0651371719,0.0525824697,7.90014171235064E-06,0,0,0,0,0,0,0,0.0021621545,0.0007433135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006843014,0.0002267404,0,0,0,0,0,0,4.38028309059015E-05,0.0106412878,0.0331565097,0.0216706001,0.0010474372,0,0,0,0,0,6.30099452777304E-05,0.0132289622,1,0.0281542061,0.0016065265,0,0,0,0,0,8.4374495491151E-05,0.0096266907,0.0762665474,0.0102812595,6.52974183613639E-06,0,0,0,0,0,0,0,0.0002965486,8.43478174661802E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003405576,0.0002136845,0,0,0,0,0,0,2.83335559827866E-06,0.023003097,0.0407425541,0.0326283488,0.000068014,0,0,0,0,0,0.0018626068,0.0281542061,1,0.0629373608,0.0013639074,0,0,0,0,0,0.0003182628,0.0033391002,0.0592166586,0.0199045109,4.88330311127029E-06,0,0,0,0,0,0,3.25046140862284E-05,7.91246830979626E-05,0.0005617189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272447,0.0004226246,0,0,0,0,0,0,0,0.0028764982,0.0979058702,0.0198630415,3.26676192370924E-06,0,0,0,0,0,0.0016065265,0.0629373608,1,0.0858949702,0.0003291179,0,0,0,0,0,0.0002404707,0.0060150642,0.092502541,0.0032690841,0.0002703645,0,0,0,0,0,0,0,0.0032028766,5.48749627465847E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001469028,0.0002512161,0,0,0,0,0,0,0,5.7769258514598E-06,0.0097836146,0.0923734037,0.0357498546,0,0,0,0,0,0,0.0013639074,0.0858949702,1,0.0868162909,0.008174794,0,0,0,0,0,0.0003501906,0.0257822851,0.2423632704,0.0033877341,0,0,0,0,0,0,0,2.63666896714301E-05,0.0007772242,0.0001179659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001335807,0.0004010273,0.0001823415,0,0,0,0,0,0,5.72435455384341E-05,0.0233295533,0.0284639391,0.0218924972,0,0,0,0,0,0,0.0003291179,0.0868162909,1,0.0594934148,0,0,0,0,0,0,0.0001901582,0.01430676,0.0530308357,0.0105972791,0,0,0,0,0,0,0,0.000279804,0.0024675377,3.11881732982116E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
