SAMPLE_FFDI_PATHS,,,,,,,,,,,,,,,,,,,,,
PRESET_PATHS,10,,,,,,,,,,,,,,,,,,,,
PATH_1,HOUR,,,,,,,,,,,,,,,,,,,,
PATCH,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
81,11.153488832,17.713345744,14.1246320587,19.5584560983,42.6873458876,31.2614713365,42.3971691388,42.5183379189,32.9966729692,37.3443919291,47.1758037493,43.6291351809,39.3105067214,33.7100074534,24.228231683,29.0269295179,31.7838751411,27.2543596806,18.951441261,18.5412937176,18.740590082
82,7.3068823406,11.1197047574,15.4919819414,29.5287844425,40.7859268756,48.8057075607,51.1365980427,51.6742396255,22.176144348,16.823236193,17.8069886075,26.0731012095,37.8001279111,34.3774530908,21.3489935031,29.2192030307,14.8750296778,18.6763399087,15.0673897508,19.2600893594,19.4303023018
83,10.9190900203,18.8396006493,25.7096096552,23.5873119514,26.9988044599,36.3299134518,37.2008247011,44.3573583954,46.3039425398,44.1803396641,44.6250497787,43.217851938,48.3650146659,50.9761799873,34.5826592452,40.7221941308,48.651603419,40.0703204857,52.5455930657,42.6156491047,54.9852625485
84,7.3744314875,9.7321949509,16.6449327379,19.5190312515,28.4508515139,37.0587589227,23.8017779947,20.7221627217,29.0444781147,33.4927972403,45.6699066592,34.1947685815,24.3887003176,23.7580519604,20.5994666676,28.6879759556,38.2168702639,42.7011194014,51.72470781,47.2341586655,50.1983122586
85,8.18877715,12.7248082193,16.6523483075,17.5745130819,37.0266596593,31.24216537,33.2880090809,31.9779048223,35.2415277563,37.8125309541,42.5552923164,40.9806254467,45.6455795397,55.3819547717,50.0526230318,66.3016244493,68.7613154177,47.3185235253,52.5736523112,47.0337089074,44.0324572284
86,7.8826576206,12.483264347,16.3575306807,35.4055712721,35.2632143921,45.8036981107,36.7483050228,34.8347596478,37.7210088116,38.0778539755,42.3191760607,46.2178554049,59.9078944434,58.5983117019,57.606024484,53.5013310937,67.9104475245,36.8461655349,47.6393312146,37.1385139328,47.4309391501
87,10.6118638976,13.0174647416,18.9316819421,22.0714855077,20.6659137371,23.6291424192,30.7857671078,43.166187103,54.8275489108,62.0792866239,48.4386894336,45.0604973219,34.3756011543,62.0176633766,52.699735992,39.9408984229,38.8522184977,30.6032247446,23.0621324048,18.7869304856,18.0257049548
88,3.9457701864,9.4450904712,10.9040838999,15.481012304,27.9001408419,26.553149366,27.0690950857,30.1675457686,35.5151297625,25.8563262536,32.2717440684,26.3108083525,29.2580520366,39.4144638395,42.9709468108,32.0881969757,37.8948128508,44.171563201,40.8132150149,54.7584271716,58.2513013903
89,0.9289381952,2.9765544554,5.0223292902,9.7720634559,12.6800196795,11.5183094494,14.9032741539,19.2434087039,36.4757525275,32.038400419,38.0798817138,43.2473076494,54.4750571619,60.3906008023,56.9057519629,57.1235617459,61.5506934201,60.3421723466,45.4407907231,49.3732123012,40.722725211
90,11.0315836404,13.9976317329,17.6534474512,18.8980669866,23.186042459,30.9602526015,33.6877718065,53.1150909464,59.6384520217,46.2218194625,44.0192711004,48.8819806241,36.0139262342,42.0728541765,45.0454096149,59.9588570853,45.3476044873,36.3686485889,39.791558514,40.1179052184,36.166921081
